,State,County,ChronicConditionAmount,Beneficiaries,Prevalence,PerCapitaMedicareSpending
10723,TX,Ector,6+,2423,19.54,32360.0109
10724,TX,Edwards,0 to 1,144,36.18,1963.5406
10725,TX,Edwards,2 to 3,126,31.66,5101.5433
10726,TX,Edwards,4 to 5,77,19.35,11178.591
10727,TX,Edwards,6+,51,12.81,33859.98
10728,TX,El Paso,0 to 1,14390,35.02,1487.428
10729,TX,El Paso,2 to 3,9615,23.4,5997.6075
10730,TX,El Paso,4 to 5,9090,22.12,11347.5434
10731,TX,El Paso,6+,7990,19.45,31990.8248
10732,TX,Ellis,0 to 1,4708,30.02,2015.6692
10733,TX,Ellis,2 to 3,4318,27.54,6493.9143
10734,TX,Ellis,4 to 5,3619,23.08,10985.4047
10735,TX,Ellis,6+,3036,19.36,32209.9428
10736,TX,Erath,0 to 1,1544,34.24,2087.5531
10737,TX,Erath,2 to 3,1413,31.33,6248.9212
10738,TX,Erath,4 to 5,922,20.44,12986.4994
10739,TX,Erath,6+,631,13.99,33194.5686
10740,TX,Falls,0 to 1,613,32.47,1493.4781
10741,TX,Falls,2 to 3,512,27.12,5342.697
10742,TX,Falls,4 to 5,395,20.92,10860.9924
10743,TX,Falls,6+,368,19.49,33386.8206
10744,TX,Fannin,0 to 1,1322,25.31,1915.7385
10745,TX,Fannin,2 to 3,1345,25.75,5448.5092
10746,TX,Fannin,4 to 5,1284,24.58,10407.2636
10747,TX,Fannin,6+,1272,24.35,33742.7329
10748,TX,Fayette,0 to 1,1617,32.44,2090.6386
10749,TX,Fayette,2 to 3,1371,27.51,5116.8142
10750,TX,Fayette,4 to 5,1090,21.87,12254.7722
10751,TX,Fayette,6+,906,18.18,33669.5822
10752,TX,Fisher,0 to 1,211,31.83,1465.1003
10753,TX,Fisher,2 to 3,162,24.43,6514.1896
10754,TX,Fisher,4 to 5,149,22.47,15558.1402
10755,TX,Fisher,6+,141,21.27,36478.5306
10756,TX,Floyd,0 to 1,237,30.15,1573.5711
10757,TX,Floyd,2 to 3,211,26.84,7034.4127
10758,TX,Floyd,4 to 5,165,20.99,11768.4042
10759,TX,Floyd,6+,173,22.01,33062.4094
10760,TX,Foard,0 to 1,84,33.2,2860.9064
10761,TX,Foard,2 to 3,52,20.55,9337.7475
10762,TX,Foard,4 to 5,55,21.74,13284.8216
10763,TX,Foard,6+,62,24.51,39655.7987
10764,TX,Fort Bend,0 to 1,13313,31.67,1949.0745
10765,TX,Fort Bend,2 to 3,11513,27.39,5941.5683
10766,TX,Fort Bend,4 to 5,9606,22.85,11048.5266
10767,TX,Fort Bend,6+,7601,18.08,36620.8212
10768,TX,Franklin,0 to 1,482,28.79,1976.5776
10769,TX,Franklin,2 to 3,480,28.67,5481.286
10770,TX,Franklin,4 to 5,373,22.28,13666.2754
10771,TX,Franklin,6+,339,20.25,38827.0641
10772,TX,Freestone,0 to 1,711,26.68,1647.4694
10773,TX,Freestone,2 to 3,776,29.12,5986.269
10774,TX,Freestone,4 to 5,655,24.58,12552.666
10775,TX,Freestone,6+,523,19.62,32459.1516
10776,TX,Frio,0 to 1,383,25.47,1252.5058
10777,TX,Frio,2 to 3,346,23.01,5680.6177
10778,TX,Frio,4 to 5,408,27.13,11567.908
10779,TX,Frio,6+,367,24.4,32339.5654
10780,TX,Gaines,0 to 1,493,33.67,1682.599
10781,TX,Gaines,2 to 3,405,27.66,7008.3305
10782,TX,Gaines,4 to 5,306,20.9,14666.212
10783,TX,Gaines,6+,260,17.76,38535.5203
10784,TX,Galveston,0 to 1,9797,32.4,1855.9157
10785,TX,Galveston,2 to 3,8094,26.77,6268.4872
10786,TX,Galveston,4 to 5,6262,20.71,12609.9284
10787,TX,Galveston,6+,6081,20.11,37801.2116
10788,TX,Garza,0 to 1,171,34.34,1838.5088
10789,TX,Garza,2 to 3,123,24.7,7591.9106
10790,TX,Garza,4 to 5,106,21.29,10793.1372
10791,TX,Garza,6+,98,19.68,39409.6893
10792,TX,Gillespie,0 to 1,1952,30.94,3298.8775
10793,TX,Gillespie,2 to 3,2091,33.14,5786.7865
10794,TX,Gillespie,4 to 5,1440,22.82,10794.7604
10795,TX,Gillespie,6+,826,13.09,24993.2705
10796,TX,Glasscock,0 to 1,58,35.58,3402.2591
10797,TX,Glasscock,2 to 3,49,30.06,5610.0567
10798,TX,Glasscock,4 to 5,32,19.63,14914.5331
10799,TX,Glasscock,6+,24,14.72,26972.8554
10800,TX,Goliad,0 to 1,283,24.82,1579.846
10801,TX,Goliad,2 to 3,332,29.12,6509.4475
10802,TX,Goliad,4 to 5,268,23.51,10619.3194
10803,TX,Goliad,6+,257,22.54,30367.17
10804,TX,Gonzales,0 to 1,826,30.17,1622.351
10805,TX,Gonzales,2 to 3,757,27.65,6631.3432
10806,TX,Gonzales,4 to 5,646,23.59,12054.6943
10807,TX,Gonzales,6+,509,18.59,29018.8127
10808,TX,Gray,0 to 1,883,30.06,1926.7644
10809,TX,Gray,2 to 3,725,24.69,5742.1558
10810,TX,Gray,4 to 5,621,21.14,11494.9866
10811,TX,Gray,6+,708,24.11,30605.1432
10812,TX,Grayson,0 to 1,4823,26.56,2029.7991
10813,TX,Grayson,2 to 3,4792,26.39,5928.3291
10814,TX,Grayson,4 to 5,4259,23.46,11790.4462
10815,TX,Grayson,6+,4282,23.58,35293.5582
10816,TX,Gregg,0 to 1,4180,28.06,2202.8528
10817,TX,Gregg,2 to 3,4317,28.98,6270.3338
10818,TX,Gregg,4 to 5,3495,23.46,12842.6367
10819,TX,Gregg,6+,2903,19.49,36427.3008
10820,TX,Grimes,0 to 1,1023,29.2,1731.6798
10821,TX,Grimes,2 to 3,956,27.29,5081.6716
10822,TX,Grimes,4 to 5,781,22.3,11884.3813
10823,TX,Grimes,6+,743,21.21,36488.4297
10824,TX,Guadalupe,0 to 1,5229,32.91,2007.3084
10825,TX,Guadalupe,2 to 3,4293,27.02,6268.9546
10826,TX,Guadalupe,4 to 5,3596,22.63,12054.4664
10827,TX,Guadalupe,6+,2769,17.43,32265.9963
10828,TX,Hale,0 to 1,1123,32.14,1548.3096
10829,TX,Hale,2 to 3,887,25.39,5418.2487
10830,TX,Hale,4 to 5,720,20.61,11674.2346
10831,TX,Hale,6+,764,21.87,33372.4304
10832,TX,Hall,0 to 1,215,38.67,2686.5117
10833,TX,Hall,2 to 3,139,25.0,4958.0691
10834,TX,Hall,4 to 5,113,20.32,13877.4399
10835,TX,Hall,6+,89,16.01,29154.1715
10836,TX,Hamilton,0 to 1,441,31.77,1764.5204
10837,TX,Hamilton,2 to 3,376,27.09,7063.7325
10838,TX,Hamilton,4 to 5,320,23.05,11701.0902
10839,TX,Hamilton,6+,251,18.08,28409.8549
10840,TX,Hansford,0 to 1,272,36.71,2293.7537
10841,TX,Hansford,2 to 3,194,26.18,7122.4825
10842,TX,Hansford,4 to 5,155,20.92,18039.1142
10843,TX,Hansford,6+,120,16.19,36771.1474
10844,TX,Hardeman,0 to 1,272,38.53,1889.4041
10845,TX,Hardeman,2 to 3,181,25.64,6699.4217
10846,TX,Hardeman,4 to 5,147,20.82,14439.8733
10847,TX,Hardeman,6+,106,15.01,36135.1466
10848,TX,Hardin,0 to 1,1370,23.2,2079.7881
10849,TX,Hardin,2 to 3,1546,26.18,4927.9945
10850,TX,Hardin,4 to 5,1447,24.5,9665.9291
10851,TX,Hardin,6+,1543,26.13,30343.7085
10852,TX,Harris,0 to 1,73782,33.25,1913.4042
10853,TX,Harris,2 to 3,57150,25.76,6586.5175
10854,TX,Harris,4 to 5,47600,21.45,12679.7481
10855,TX,Harris,6+,43361,19.54,39074.8463
10856,TX,Harrison,0 to 1,2111,27.09,2202.0805
10857,TX,Harrison,2 to 3,2269,29.12,5781.9355
10858,TX,Harrison,4 to 5,1848,23.72,11673.9386
10859,TX,Harrison,6+,1564,20.07,31363.6167
10860,TX,Hartley,0 to 1,147,30.69,3328.6916
10861,TX,Hartley,2 to 3,123,25.68,7303.5015
10862,TX,Hartley,4 to 5,121,25.26,12587.4121
10863,TX,Hartley,6+,88,18.37,33135.7302
10864,TX,Haskell,0 to 1,322,33.72,1049.078
10865,TX,Haskell,2 to 3,270,28.27,7417.7495
10866,TX,Haskell,4 to 5,199,20.84,12044.3954
10867,TX,Haskell,6+,164,17.17,35695.2635
10868,TX,Hays,0 to 1,5564,34.38,2234.7291
10869,TX,Hays,2 to 3,4847,29.95,6538.3896
10870,TX,Hays,4 to 5,3333,20.59,12279.5743
10871,TX,Hays,6+,2440,15.08,33187.8033
10872,TX,Hemphill,0 to 1,190,41.48,2153.0406
10873,TX,Hemphill,2 to 3,153,33.41,5206.1801
10874,TX,Hemphill,4 to 5,80,17.47,15186.4613
10875,TX,Hemphill,6+,35,7.64,23643.6394
10876,TX,Henderson,0 to 1,3544,28.55,2095.2169
10877,TX,Henderson,2 to 3,3560,28.68,5956.1265
10878,TX,Henderson,4 to 5,2758,22.22,11195.6711
10879,TX,Henderson,6+,2552,20.56,32363.9489
10880,TX,Hidalgo,0 to 1,9902,24.38,1327.938
10881,TX,Hidalgo,2 to 3,8187,20.15,5207.8343
10882,TX,Hidalgo,4 to 5,9686,23.84,9827.7308
10883,TX,Hidalgo,6+,12847,31.63,29882.3951
10884,TX,Hill,0 to 1,1708,32.43,1716.6123
10885,TX,Hill,2 to 3,1537,29.18,5948.8629
10886,TX,Hill,4 to 5,1077,20.45,12402.7762
10887,TX,Hill,6+,945,17.94,33222.3519
10888,TX,Hockley,0 to 1,791,34.12,2002.7597
10889,TX,Hockley,2 to 3,592,25.54,6349.2868
10890,TX,Hockley,4 to 5,488,21.05,12477.188
10891,TX,Hockley,6+,447,19.28,33876.9708
10892,TX,Hood,0 to 1,2677,26.09,2293.2787
10893,TX,Hood,2 to 3,3182,31.01,5595.1079
10894,TX,Hood,4 to 5,2480,24.17,11296.2762
10895,TX,Hood,6+,1923,18.74,29999.316
10896,TX,Hopkins,0 to 1,1810,31.46,1812.6352
10897,TX,Hopkins,2 to 3,1441,25.04,7049.9429
10898,TX,Hopkins,4 to 5,1271,22.09,14016.8329
10899,TX,Hopkins,6+,1232,21.41,38301.662
10900,TX,Houston,0 to 1,1021,29.96,1795.549
10901,TX,Houston,2 to 3,991,29.08,5558.3222
10902,TX,Houston,4 to 5,767,22.51,12010.7595
10903,TX,Houston,6+,629,18.46,35177.7538
10904,TX,Howard,0 to 1,1134,30.83,1726.1436
10905,TX,Howard,2 to 3,856,23.27,5731.6442
10906,TX,Howard,4 to 5,769,20.91,10270.0835
10907,TX,Howard,6+,919,24.99,26868.2879
10908,TX,Hudspeth,0 to 1,157,44.73,758.7183
10909,TX,Hudspeth,2 to 3,84,23.93,6861.752
10910,TX,Hudspeth,4 to 5,62,17.66,13241.9877
10911,TX,Hudspeth,6+,48,13.68,40438.0106
10912,TX,Hunt,0 to 1,3459,27.6,1969.9251
10913,TX,Hunt,2 to 3,3360,26.81,5818.0037
10914,TX,Hunt,4 to 5,2948,23.52,11600.8377
10915,TX,Hunt,6+,2766,22.07,33303.7481
10916,TX,Hutchinson,0 to 1,927,31.14,2054.1325
10917,TX,Hutchinson,2 to 3,820,27.54,6890.5223
10918,TX,Hutchinson,4 to 5,665,22.34,11701.7245
10919,TX,Hutchinson,6+,565,18.98,35193.7933
10920,TX,Irion,0 to 1,85,32.69,1182.0171
10921,TX,Irion,2 to 3,59,22.69,7093.3803
10922,TX,Irion,4 to 5,66,25.38,11448.7317
10923,TX,Irion,6+,50,19.23,24698.0846
10924,TX,Jack,0 to 1,354,29.65,1867.993
10925,TX,Jack,2 to 3,337,28.22,5877.4988
10926,TX,Jack,4 to 5,259,21.69,10998.0339
10927,TX,Jack,6+,244,20.44,32828.0314
10928,TX,Jackson,0 to 1,527,25.42,1463.6967
10929,TX,Jackson,2 to 3,597,28.8,5162.7235
10930,TX,Jackson,4 to 5,523,25.23,10370.8274
10931,TX,Jackson,6+,426,20.55,38689.3139
10932,TX,Jasper,0 to 1,1291,25.22,1973.3516
10933,TX,Jasper,2 to 3,1249,24.4,5152.679
10934,TX,Jasper,4 to 5,1234,24.11,10271.633
10935,TX,Jasper,6+,1344,26.26,30070.4954
10936,TX,Jeff Davis,0 to 1,248,52.77,1003.6021
10937,TX,Jeff Davis,2 to 3,121,25.74,6741.3717
10938,TX,Jeff Davis,4 to 5,72,15.32,11264.7203
10939,TX,Jeff Davis,6+,29,6.17,41623.2252
10940,TX,Jefferson,0 to 1,5128,24.25,2248.86
10941,TX,Jefferson,2 to 3,5146,24.33,5561.2798
10942,TX,Jefferson,4 to 5,5518,26.09,11243.5961
10943,TX,Jefferson,6+,5358,25.33,32228.9623
10944,TX,Jim Hogg,0 to 1,114,20.18,839.3492
10945,TX,Jim Hogg,2 to 3,123,21.77,4824.395
10946,TX,Jim Hogg,4 to 5,139,24.6,10388.8891
10947,TX,Jim Hogg,6+,189,33.45,43345.6544
10948,TX,Jim Wells,0 to 1,797,21.9,1360.3079
10949,TX,Jim Wells,2 to 3,827,22.72,5477.6086
10950,TX,Jim Wells,4 to 5,941,25.85,12668.3777
10951,TX,Jim Wells,6+,1075,29.53,36526.4163
10952,TX,Johnson,0 to 1,3656,27.1,1861.7807
10953,TX,Johnson,2 to 3,3652,27.07,5650.3591
10954,TX,Johnson,4 to 5,3137,23.25,11056.1198
10955,TX,Johnson,6+,3048,22.59,32233.5679
10956,TX,Jones,0 to 1,724,31.57,1904.6606
10957,TX,Jones,2 to 3,576,25.12,5999.9445
10958,TX,Jones,4 to 5,533,23.24,13536.1327
10959,TX,Jones,6+,460,20.06,30908.9614
10960,TX,Karnes,0 to 1,478,26.03,2039.2151
10961,TX,Karnes,2 to 3,487,26.53,7482.8578
10962,TX,Karnes,4 to 5,457,24.89,11872.2056
10963,TX,Karnes,6+,414,22.55,35035.9553
10964,TX,Kaufman,0 to 1,3247,28.55,1874.3181
10965,TX,Kaufman,2 to 3,3247,28.55,6199.161
10966,TX,Kaufman,4 to 5,2629,23.11,11266.4021
10967,TX,Kaufman,6+,2252,19.8,33106.7175
10968,TX,Kendall,0 to 1,2113,31.94,2626.9871
10969,TX,Kendall,2 to 3,2045,30.91,6198.8525
10970,TX,Kendall,4 to 5,1471,22.23,10687.2618
10971,TX,Kendall,6+,987,14.92,29185.0903
10976,TX,Kent,0 to 1,37,28.68,3111.9024
10977,TX,Kent,2 to 3,30,23.26,12040.5107
10978,TX,Kent,4 to 5,25,19.38,12556.6612
10979,TX,Kent,6+,37,28.68,21325.9673
10980,TX,Kerr,0 to 1,3647,31.28,2198.5103
10981,TX,Kerr,2 to 3,3733,32.02,5650.8592
10982,TX,Kerr,4 to 5,2579,22.12,11284.9954
10983,TX,Kerr,6+,1699,14.57,28859.3592
10984,TX,Kimble,0 to 1,377,39.03,2302.0412
10985,TX,Kimble,2 to 3,281,29.09,7401.6964
10986,TX,Kimble,4 to 5,190,19.67,15057.0672
10987,TX,Kimble,6+,118,12.22,40859.2787
10992,TX,Kinney,0 to 1,188,31.97,1154.1053
10993,TX,Kinney,2 to 3,167,28.4,4763.8447
10994,TX,Kinney,4 to 5,136,23.13,9966.5574
10995,TX,Kinney,6+,97,16.5,27059.0353
10996,TX,Kleberg,0 to 1,487,22.29,2017.9652
10997,TX,Kleberg,2 to 3,567,25.95,4494.1695
10998,TX,Kleberg,4 to 5,515,23.57,9175.3055
10999,TX,Kleberg,6+,616,28.19,35567.3877
11000,TX,Knox,0 to 1,174,27.93,1780.5273
11001,TX,Knox,2 to 3,173,27.77,5027.3723
11002,TX,Knox,4 to 5,145,23.27,14196.8043
11003,TX,Knox,6+,131,21.03,30466.7799
11004,TX,LaSalle,0 to 1,191,29.48,973.661
11005,TX,LaSalle,2 to 3,181,27.93,5833.0207
11006,TX,LaSalle,4 to 5,156,24.07,9926.6388
11007,TX,LaSalle,6+,120,18.52,37071.4302
11008,TX,Lamar,0 to 1,2231,24.92,2015.9616
11009,TX,Lamar,2 to 3,2266,25.32,5444.9633
11010,TX,Lamar,4 to 5,2200,24.58,10482.6639
11011,TX,Lamar,6+,2254,25.18,28751.0351
11012,TX,Lamb,0 to 1,594,34.53,2328.2686
11013,TX,Lamb,2 to 3,476,27.67,6102.3492
11014,TX,Lamb,4 to 5,376,21.86,10591.9945
11015,TX,Lamb,6+,274,15.93,35555.5436
11016,TX,Lampasas,0 to 1,1123,34.18,4678.5027
11017,TX,Lampasas,2 to 3,851,25.9,6500.4513
11018,TX,Lampasas,4 to 5,718,21.85,10499.1245
11019,TX,Lampasas,6+,594,18.08,32239.1826
11020,TX,Lavaca,0 to 1,1043,26.53,2198.6108
11021,TX,Lavaca,2 to 3,1100,27.98,5369.2053
11022,TX,Lavaca,4 to 5,931,23.68,11807.3476
11023,TX,Lavaca,6+,858,21.82,33609.4306
11024,TX,Lee,0 to 1,693,30.64,3334.6043
11025,TX,Lee,2 to 3,592,26.17,5889.6926
11026,TX,Lee,4 to 5,523,23.12,13069.2158
11027,TX,Lee,6+,454,20.07,35181.1648
11028,TX,Leon,0 to 1,1022,31.25,1919.2309
11029,TX,Leon,2 to 3,919,28.1,5864.3223
11030,TX,Leon,4 to 5,719,21.99,11923.8596
11031,TX,Leon,6+,610,18.65,33046.3823
11032,TX,Liberty,0 to 1,2094,32.02,2082.9308
11033,TX,Liberty,2 to 3,1586,24.25,5936.9516
11034,TX,Liberty,4 to 5,1391,21.27,12058.8673
11035,TX,Liberty,6+,1469,22.46,37025.3562
11036,TX,Limestone,0 to 1,847,27.13,2325.1004
11037,TX,Limestone,2 to 3,851,27.26,5463.2723
11038,TX,Limestone,4 to 5,741,23.73,11567.8467
11039,TX,Limestone,6+,683,21.88,30499.6036
11040,TX,Lipscomb,0 to 1,187,40.39,973.4029
11041,TX,Lipscomb,2 to 3,134,28.94,5600.7027
11042,TX,Lipscomb,4 to 5,90,19.44,11391.2159
11043,TX,Lipscomb,6+,52,11.23,29360.4592
11044,TX,Live Oak,0 to 1,346,28.36,1472.6347
11045,TX,Live Oak,2 to 3,353,28.93,6311.1789
11046,TX,Live Oak,4 to 5,270,22.13,9581.4879
11047,TX,Live Oak,6+,251,20.57,31720.755
11048,TX,Llano,0 to 1,1563,32.71,2292.6878
11049,TX,Llano,2 to 3,1403,29.36,6770.6017
11050,TX,Llano,4 to 5,981,20.53,12460.6693
11051,TX,Llano,6+,832,17.41,30975.7977
11056,TX,Lubbock,0 to 1,7319,29.16,1997.1963
11057,TX,Lubbock,2 to 3,6652,26.5,6063.5307
11058,TX,Lubbock,4 to 5,5697,22.69,11614.6972
11059,TX,Lubbock,6+,5435,21.65,33936.9779
11060,TX,Lynn,0 to 1,210,29.09,1777.1329
11061,TX,Lynn,2 to 3,181,25.07,7241.2148
11062,TX,Lynn,4 to 5,176,24.38,12907.6026
11063,TX,Lynn,6+,155,21.47,36479.5236
11064,TX,Madison,0 to 1,427,28.04,1672.6338
11065,TX,Madison,2 to 3,371,24.36,7215.0833
11066,TX,Madison,4 to 5,367,24.1,11790.3373
11067,TX,Madison,6+,358,23.51,34343.1123
11068,TX,Marion,0 to 1,564,31.06,2057.9123
11069,TX,Marion,2 to 3,482,26.54,7127.5291
11070,TX,Marion,4 to 5,411,22.63,12565.7055
11071,TX,Marion,6+,359,19.77,33687.1482
11072,TX,Martin,0 to 1,178,31.01,2247.3275
11073,TX,Martin,2 to 3,142,24.74,6628.2215
11074,TX,Martin,4 to 5,125,21.78,18304.0643
11075,TX,Martin,6+,129,22.47,32015.1585
11076,TX,Mason,0 to 1,322,36.14,2829.7022
11077,TX,Mason,2 to 3,269,30.19,6352.2022
11078,TX,Mason,4 to 5,200,22.45,11796.5403
11079,TX,Mason,6+,100,11.22,28654.6868
11080,TX,Matagorda,0 to 1,1261,28.82,1600.1003
11081,TX,Matagorda,2 to 3,1065,24.34,5985.3058
11082,TX,Matagorda,4 to 5,966,22.07,11153.1068
11083,TX,Matagorda,6+,1084,24.77,34225.5587
11084,TX,Maverick,0 to 1,1537,28.64,1001.0024
11085,TX,Maverick,2 to 3,1079,20.11,5077.5554
11086,TX,Maverick,4 to 5,1375,25.62,8775.0876
11087,TX,Maverick,6+,1375,25.62,37702.6328
11088,TX,McCulloch,0 to 1,491,32.3,2016.9689
11089,TX,McCulloch,2 to 3,397,26.12,6372.581
11090,TX,McCulloch,4 to 5,324,21.32,11902.2205
11091,TX,McCulloch,6+,308,20.26,30954.8837
11092,TX,McLennan,0 to 1,7856,33.38,1733.5956
11093,TX,McLennan,2 to 3,6309,26.81,5893.2933
11094,TX,McLennan,4 to 5,5001,21.25,11589.0962
11095,TX,McLennan,6+,4368,18.56,31337.8467
11096,TX,McMullen,0 to 1,34,30.91,529.4985
11097,TX,McMullen,2 to 3,23,20.91,2575.7126
11098,TX,McMullen,4 to 5,26,23.64,14050.2904
11099,TX,McMullen,6+,27,24.55,30775.183
11100,TX,Medina,0 to 1,1668,33.15,1884.3654
11101,TX,Medina,2 to 3,1302,25.87,6177.1277
11102,TX,Medina,4 to 5,1187,23.59,11984.7156
11103,TX,Medina,6+,875,17.39,35048.3358
11104,TX,Menard,0 to 1,194,40.0,2961.9151
11105,TX,Menard,2 to 3,126,25.98,6798.4167
11106,TX,Menard,4 to 5,101,20.82,11293.463
11107,TX,Menard,6+,64,13.2,31404.1678
11108,TX,Midland,0 to 1,3753,29.89,1801.3851
11109,TX,Midland,2 to 3,3535,28.15,5452.7329
11110,TX,Midland,4 to 5,3010,23.97,10444.2155
11111,TX,Midland,6+,2258,17.98,30540.1517
11112,TX,Milam,0 to 1,1133,34.85,1698.4253
11113,TX,Milam,2 to 3,872,26.82,7297.9851
11114,TX,Milam,4 to 5,642,19.75,12683.48
11115,TX,Milam,6+,604,18.58,36137.1394
11116,TX,Mills,0 to 1,304,34.31,1590.1939
11117,TX,Mills,2 to 3,256,28.89,5535.8577
11118,TX,Mills,4 to 5,184,20.77,13557.9877
11119,TX,Mills,6+,142,16.03,29975.8942
11120,TX,Mitchell,0 to 1,395,41.02,1991.9445
11121,TX,Mitchell,2 to 3,214,22.22,8525.2203
11122,TX,Mitchell,4 to 5,169,17.55,14156.6625
11123,TX,Mitchell,6+,185,19.21,39775.8999
11124,TX,Montague,0 to 1,1349,34.9,1987.2203
11125,TX,Montague,2 to 3,1080,27.94,6243.4361
11126,TX,Montague,4 to 5,744,19.25,12797.2736
11127,TX,Montague,6+,692,17.9,37851.603
11128,TX,Montgomery,0 to 1,13515,31.67,2356.5646
11129,TX,Montgomery,2 to 3,12019,28.16,6885.6362
11130,TX,Montgomery,4 to 5,9377,21.97,12632.3884
11131,TX,Montgomery,6+,7767,18.2,36405.3178
11132,TX,Moore,0 to 1,526,28.7,1554.2896
11133,TX,Moore,2 to 3,467,25.48,5944.2826
11134,TX,Moore,4 to 5,450,24.55,10763.0453
11135,TX,Moore,6+,390,21.28,32168.8594
11136,TX,Morris,0 to 1,593,28.24,1393.3464
11137,TX,Morris,2 to 3,596,28.38,5986.443
11138,TX,Morris,4 to 5,462,22.0,12244.0277
11139,TX,Morris,6+,449,21.38,31817.0932
11140,TX,Motley,0 to 1,88,34.38,1409.9774
11141,TX,Motley,2 to 3,66,25.78,9057.3264
11142,TX,Motley,4 to 5,50,19.53,10810.8232
11143,TX,Motley,6+,52,20.31,38102.0081
11144,TX,Nacogdoches,0 to 1,2407,31.94,2172.3971
11145,TX,Nacogdoches,2 to 3,2019,26.79,5229.7889
11146,TX,Nacogdoches,4 to 5,1648,21.87,12489.6253
11147,TX,Nacogdoches,6+,1462,19.4,36225.9927
11148,TX,Navarro,0 to 1,1751,26.3,1748.3756
11149,TX,Navarro,2 to 3,1839,27.62,5625.9849
11150,TX,Navarro,4 to 5,1655,24.85,10949.6942
11151,TX,Navarro,6+,1414,21.23,31332.6493
11152,TX,Newton,0 to 1,399,24.63,1811.8788
11153,TX,Newton,2 to 3,379,23.4,5795.1512
11154,TX,Newton,4 to 5,376,23.21,11214.3074
11155,TX,Newton,6+,466,28.77,28039.1698
11156,TX,Nolan,0 to 1,605,27.44,1628.4156
11157,TX,Nolan,2 to 3,533,24.17,6547.741
11158,TX,Nolan,4 to 5,526,23.85,10842.6474
11159,TX,Nolan,6+,541,24.54,28527.4258
11160,TX,Nueces,0 to 1,6419,27.94,2014.2917
11161,TX,Nueces,2 to 3,6188,26.93,6026.1873
11162,TX,Nueces,4 to 5,5435,23.65,10665.3005
11163,TX,Nueces,6+,4936,21.48,33800.6461
11164,TX,Ochiltree,0 to 1,425,41.87,1695.6739
11165,TX,Ochiltree,2 to 3,270,26.6,5859.5817
11166,TX,Ochiltree,4 to 5,180,17.73,19941.1406
11167,TX,Ochiltree,6+,140,13.79,29390.5138
11168,TX,Oldham,0 to 1,74,28.14,1570.7195
11169,TX,Oldham,2 to 3,86,32.7,4691.7172
11170,TX,Oldham,4 to 5,61,23.19,14448.2807
11171,TX,Oldham,6+,42,15.97,24326.45
11172,TX,Orange,0 to 1,2456,26.82,1921.9198
11173,TX,Orange,2 to 3,2329,25.43,5916.5686
11174,TX,Orange,4 to 5,2183,23.83,10623.4504
11175,TX,Orange,6+,2191,23.92,32383.8525
11176,TX,Palo Pinto,0 to 1,1300,28.75,1892.3774
11177,TX,Palo Pinto,2 to 3,1213,26.83,6081.7108
11178,TX,Palo Pinto,4 to 5,1016,22.47,11408.189
11179,TX,Palo Pinto,6+,992,21.94,34941.2561
11180,TX,Panola,0 to 1,994,30.99,1829.233
11181,TX,Panola,2 to 3,936,29.18,6535.4005
11182,TX,Panola,4 to 5,730,22.76,13349.3867
11183,TX,Panola,6+,548,17.08,35027.1455
11184,TX,Parker,0 to 1,4426,28.57,2030.7987
11185,TX,Parker,2 to 3,4261,27.5,5920.0529
11186,TX,Parker,4 to 5,3580,23.11,11522.2122
11187,TX,Parker,6+,3226,20.82,32505.3504
11188,TX,Parmer,0 to 1,331,29.87,1475.6304
11189,TX,Parmer,2 to 3,304,27.44,6205.2802
11190,TX,Parmer,4 to 5,289,26.08,12909.9631
11191,TX,Parmer,6+,184,16.61,27281.0784
11192,TX,Pecos,0 to 1,495,32.76,1727.7342
11193,TX,Pecos,2 to 3,455,30.11,4657.3658
11194,TX,Pecos,4 to 5,314,20.78,11410.7422
11195,TX,Pecos,6+,247,16.35,36952.1728
11196,TX,Polk,0 to 1,3885,33.76,1677.0486
11197,TX,Polk,2 to 3,3261,28.33,5380.0021
11198,TX,Polk,4 to 5,2426,21.08,10448.4146
11199,TX,Polk,6+,1937,16.83,31183.9038
11200,TX,Potter,0 to 1,3729,30.5,2024.1481
11201,TX,Potter,2 to 3,3361,27.49,6515.6278
11202,TX,Potter,4 to 5,2679,21.91,12629.6841
11203,TX,Potter,6+,2459,20.11,33494.7532
11204,TX,Presidio,0 to 1,549,45.37,1051.7566
11205,TX,Presidio,2 to 3,280,23.14,3866.4082
11206,TX,Presidio,4 to 5,222,18.35,7148.9935
11207,TX,Presidio,6+,159,13.14,24786.8752
11208,TX,Rains,0 to 1,597,29.28,1841.807
11209,TX,Rains,2 to 3,564,27.66,6846.3867
11210,TX,Rains,4 to 5,467,22.9,13642.1234
11211,TX,Rains,6+,411,20.16,33622.6144
11212,TX,Randall,0 to 1,4406,29.69,2341.6521
11213,TX,Randall,2 to 3,4383,29.54,6470.6378
11214,TX,Randall,4 to 5,3449,23.24,12183.5468
11215,TX,Randall,6+,2601,17.53,29448.5541
11216,TX,Reagan,0 to 1,89,29.37,1607.6894
11217,TX,Reagan,2 to 3,91,30.03,4133.0947
11218,TX,Reagan,4 to 5,65,21.45,14431.4678
11219,TX,Reagan,6+,58,19.14,36671.584
11220,TX,Real,0 to 1,292,33.76,1777.4172
11221,TX,Real,2 to 3,245,28.32,6654.5288
11222,TX,Real,4 to 5,200,23.12,10922.347
